Age,Gender,Education Level,Job Title,Years of Experienceexperience in months,,Salary
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
25,Male,Bachelor's,Data Analyst,2,24,110000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
27,Female,Bachelor's,Product Manager,4,48,150000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
33,Male,Master's,Product Manager,11,132,198000
26,Female,Bachelor's,Data Analyst,3,36,130000
30,Male,PhD,Data Scientist,7,84,185000
27,Female,Bachelor's,Software Engineer,4,48,140000
34,Male,Master's,Product Manager,12,144,196000
25,Female,Bachelor's,Data Analyst,2,24,110000
32,Male,Bachelor's,Software Engineer,8,96,190000
29,Female,Master's,Data Scientist,6,72,180000
30,Male,Bachelor's,Data Analyst,5,60,160000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
31,Female,PhD,Data Scientist,9,108,195000
28,Male,Bachelor's,Software Engineer,5,60,160000
27,Female,Bachelor's,Product Manager,4,48,150000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
25,Male,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
200,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Male,Bachelor's,Data Analyst,2,24,125000
28,Female,Master's,Data Scientist,6,72,175000
30,Male,Bachelor's,Software Engineer,8,96,190000
27,Female,Bachelor's,Product Manager,4,48,150000
24,Male,Bachelor's,Data Analyst,1,12,95000
31,Male,Master's,Data Scientist,9,108,195000
28,Male,Bachelor's,Software Engineer,5,60,160000
33,Female,Master's,Product Manager,11,132,198000
26,Male,Bachelor's,Data Analyst,3,36,130000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
23,Male,Bachelor's,Data Analyst,1,12,90000
32,Female,PhD,Data Scientist,10,120,193000
29,Male,Bachelor's,Software Engineer,6,72,170000
30,Female,Bachelor's,Product Manager,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,135000
31,Female,Master's,Data Scientist,6,72,180000
28,Male,Bachelor's,Software Engineer,5,60,160000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
25,Male,Bachelor's,Data Analyst,2,24,115000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
27,Female,Bachelor's,Product Manager,4,48,150000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
33,Male,Master's,Product Manager,11,132,198000
26,Female,Bachelor's,Data Analyst,3,36,130000
30,Male,PhD,Data Scientist,7,84,185000
27,Female,Bachelor's,Software Engineer,4,48,140000
34,Male,Master's,Product Manager,12,144,196000
25,Female,Bachelor's,Data Analyst,2,24,110000
32,Male,Bachelor's,Software Engineer,8,96,190000
29,Female,Master's,Data Scientist,6,72,180000
30,Male,Bachelor's,Data Analyst,5,60,160000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
31,Female,PhD,Data Scientist,9,108,195000
28,Male,Bachelor's,Software Engineer,5,60,160000
27,Female,Bachelor's,Product Manager,4,48,150000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
25,Male,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
23,Male,Bachelor's,Data Analyst,1,12,90000
27,Female,Master's,Data Scientist,4,48,150000
32,Male,Bachelor's,Software Engineer,8,96,190000
24,Female,Bachelor's,Product Manager,3,36,125000
25,Male,Bachelor's,Data Analyst,2,24,110000
31,Male,Master's,Data Scientist,7,84,180000
28,Male,Bachelor's,Software Engineer,5,60,160000
33,Female,Master's,Product Manager,10,120,195000
26,Male,Bachelor's,Data Analyst,3,36,130000
30,Female,PhD,Data Scientist,6,72,170000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,11,132,196000
23,Male,Bachelor's,Data Analyst,1,12,92000
32,Female,PhD,Data Scientist,9,108,195000
29,Male,Bachelor's,Software Engineer,6,72,170000
30,Female,Bachelor's,Product Manager,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,135000
31,Female,Master's,Data Scientist,6,72,180000
28,Male,Bachelor's,Software Engineer,5,60,165000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,95000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
25,Male,Bachelor's,Data Analyst,2,24,115000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
27,Female,Bachelor's,Product Manager,4,48,150000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
33,Male,Master's,Product Manager,11,132,198000
26,Female,Bachelor's,Data Analyst,3,36,130000
30,Male,PhD,Data Scientist,7,84,185000
27,Female,Bachelor's,Software Engineer,4,48,140000
34,Male,Master's,Product Manager,12,144,196000
25,Female,Bachelor's,Data Analyst,2,24,110000
32,Male,Bachelor's,Software Engineer,8,96,190000
29,Female,Master's,Data Scientist,6,72,180000
30,Male,Bachelor's,Data Analyst,5,60,160000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
31,Female,PhD,Data Scientist,9,108,195000
28,Male,Bachelor's,Software Engineer,5,60,160000
27,Female,Bachelor's,Product Manager,4,48,150000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
25,Male,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
290,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
25,Male,Bachelor's,Data Analyst,3,36,135000
32,Male,Bachelor's,Software Engineer,8,96,190000
29,Female,Master's,Data Scientist,6,72,180000
30,Male,Bachelor's,Data Analyst,5,60,160000
24,Male,Bachelor's,Data Analyst,1,12,95000
33,Female,Master's,Product Manager,11,132,196000
27,Male,Bachelor's,Software Engineer,4,48,140000
26,Male,Bachelor's,Data Analyst,3,36,130000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Female,Bachelor's,Data Analyst,3,36,130000
30,Male,PhD,Data Scientist,7,84,185000
27,Female,Bachelor's,Product Manager,4,48,150000
24,Male,Bachelor's,Data Analyst,1,12,90000
33,Male,Master's,Product Manager,11,132,198000
25,Male,Bachelor's,Data Analyst,2,24,115000
28,Male,Bachelor's,Software Engineer,5,60,165000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
27,Male,Bachelor's,Software Engineer,4,48,140000
31,Female,Master's,Data Scientist,6,72,180000
30,Male,Bachelor's,Data Analyst,5,60,160000
24,Male,Bachelor's,Data Analyst,1,12,92000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
25,Male,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
27,Male,Bachelor's,Software Engineer,4,48,140000
34,Female,Master's,Product Manager,12,144,196000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,Data Analyst,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
29,Female,Master's,Data Scientist,6,72,180000
32,Male,Bachelor's,Software Engineer,8,96,190000
33,Female,Master's,Product Manager,11,132,198000
24,Male,Bachelor's,Data Analyst,1,12,90000
27,Male,Bachelor's,Software Engineer,4,48,140000
25,Female,Bachelor's,,2,24,110000
30,Female,PhD,Data Scientist,7,84,185000
31,Male,Bachelor's,Data Analyst,9,108,195000
28,Female,Bachelor's,Software Engineer,5,60,160000
26,Male,Bachelor's,Data Analyst,3,36,130000
